"","Annelida","Arthropoda","Brachiopoda","Bryozoa","Calcispongea","Chaetognatha","Chlorophyta","Chordata","Ciliophora","Cnidaria","Cyanobacteria","Echinodermata","Foraminifera","Hemichordata","Hyolitha","Lophotrochozoa","Mollusca","Phoronida","Porifera","Priapulida","Radiolaria","Rhodophyta","Sarcomastigophora"
"Dp1",0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0
"Dp2",0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dp3",0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
"Dw1",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
"Dw2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dw3",0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0
"Sa1",0,0.333333333333333,0.333333333333333,0.111111111111111,0,0,0,0,0,0,0,0.222222222222222,0,0,0,0,0.111111111111111,0,0.222222222222222,0,0,0,0
"Sa2",0.0714285714285714,0.0714285714285714,0.0714285714285714,0.357142857142857,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0
"Ka1",0,0.357142857142857,0.214285714285714,0,0,0,0.142857142857143,0.0714285714285714,0,0,0.0714285714285714,0,0,0,0,0,0.214285714285714,0,0.214285714285714,0,0,0.571428571428571,0
"Ka2",0,0,0.25,0,0,0,1,0.25,0,1,1,0,0,0,0,0,1,0,0.25,0,0,0,0
"Ka3",0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka4",0,0.151515151515152,0.0909090909090909,0.181818181818182,0,0,0.0909090909090909,0.0909090909090909,0,0.242424242424242,0.0606060606060606,0.0303030303030303,0,0,0,0,0.0606060606060606,0,0.0909090909090909,0,0,0.0909090909090909,0
"Hi1",0,0.125,0.5,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hi2",0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0
"Rh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rh2",0,0,0.166666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0
"Rh3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ae1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ae2",0,0,0.25,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ae3",0,0,0.142857142857143,0,0,0,0,0,0,0.571428571428571,0,0.142857142857143,0,0,0,0,0,0,0.142857142857143,0,0,0,0
"Te1",0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0,0
"Te2",0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0
"Te3",0,0.166666666666667,0.5,0,0,0,0,0,0,0.5,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0,0,0
"Te4",0,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Te5",0,0,0.1,0.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0
"Sh1",0,0,0.222222222222222,0.111111111111111,0,0,0,0,0,0.555555555555556,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0
"Sh2",0,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0.285714285714286,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0
"Sh3",0,0,0.25,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0
"Ho1",0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0.333333333333333,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0
"Ho2",0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0
"Ho3",0,0.5,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
"Go1",0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0
"Go2",0,0,0.333333333333333,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0
